tp2﻿,visitas
32.493569682921809,12.49734921512524
36.343525298952173,3.4424121937856049
33.035467541716649,3.5391318511596892
33.792096709408447,9.7716862242631759
34.127266444020073,3.6074384761761951
31.297492245341399,5.2307355796441763
35.165901039438687,1.0673578204395231
32.080234344890243,3.232427775517642
29.78885999009313,9.4520586553320562
33.130546321041692,9.5917216837888635
36.442611913925987,11.069228558820219
32.629364942460171,6.62205971828537
39.69454189963696,8.9233145646885035
30.387557176917799,3.1893015220550889
31.803343126280549,5.62863043366489
32.610794606254473,5.285202391534555
32.533878430811313,10.42259225860214
30.06089395119605,3.0706582267947939
32.693259009998911,2.8624178420171371
37.936229408600028,4.3086045583138981
33.39295021278236,6.3776340241272624
30.66966527755125,2.1371843807905648
34.757815473921717,0.1568285652662402
36.169174109146617,4.7039165699513577
31.983340846144809,2.9791351894643112
34.239071397654932,10.74196220182877
35.995731534854023,11.45200551439453
32.104494411702362,8.4700317379863161
29.868909911709409,3.3754946200424949
39.253495142087871,5.6809403329384933
30.377847885657541,4.7234079147505144
31.838305984052941,12.298529025124431
31.463501723625878,5.7522415420685089
35.552083606984553,6.2360211183914513
34.524746394560999,5.668644683308214
33.913383119497652,5.0375035807557254
33.591486391259352,13.53287159706106
29.64032194633381,2.4558717838837341
38.253427464778717,10.78777654023594
37.531474737600789,9.4087169420221883
36.662007089675633,1.580834531124879
34.262396417672392,10.97744113332657
34.95540048855262,5.7282124202115234
35.471541854903137,1.3841356752292699
32.13167934011102,6.3628716496460234
33.065455196450188,2.544449122314151
33.462145248782967,11.523751871631539
37.155734592229557,3.7400572991199459
39.749547129635559,4.4501186124828971
32.919959959548699,8.5823521921712231
26.02345782280862,5.7307482710084239
29.594001330978809,5.8436054203912482
31.477395801855948,11.715971485753791
35.004594453717779,7.6383424368120592
32.083343715669983,2.1052662744726929
36.540276229764132,9.6728164601750244
34.507030750938178,9.5735403576282607
31.35288620716933,4.6388565587987278
34.115364732618261,12.033961966306309
28.365288471361371,22.624969017694859
36.990246502287128,2.3266099510090141
33.339770342777761,4.9519106503378154
34.161894662207473,2.1582978466415801
31.318901599647919,5.9005646445144544
34.098509303248868,4.3758314083455163
38.691483473562833,17.355415234757331
32.207012899632382,3.085851156582879
34.933622230803721,1.275784338572459
37.037917702830299,11.228956576172621
35.800641453787279,2.9312087925659882
38.209329542295812,1.054566774756168
35.551876811504762,4.1315024923591146
37.067385594374372,4.4302488665750133
32.531795400597211,2.3277952098792452
38.115133621568198,2.1697534033019168
36.026716921768802,4.0413233805914279
36.007235259943272,1.279081334207913
32.895772350278868,7.0199426093138007
34.745539136329917,8.4144012044516181
30.483595868683221,6.7528652479695683
30.311538452980159,18.79036884858246
28.455796884131569,6.8833897742456243
31.055398643054989,12.19049939419639
34.459529370579027,9.1483112540026781
34.869128313873517,4.9107939255191413
35.923519800389933,3.611451997456177
34.51474878363544,9.6297529136689057
33.281527882881093,2.2847536265210699
36.830039375554868,7.9424128504306868
35.271279094427292,1.4438598863380729
37.188158838747469,2.6344617703855349
39.713278705222173,10.317300426756081
33.0843821663791,6.5239050949600266
39.707789346328163,21.14942926905907
31.132007276054161,2.5822691034744629
37.59573878810162,9.3917599898075892
27.844779893851779,4.361690703857799
33.925287714173322,8.7404224333828253
36.318974316053662,17.998649571918019
33.016089194802923,10.442101032529671
29.522909334050301,1.096999127468945
31.792205046599701,1.074691639863268
